nome,nparti,semana,ano,data,cidade,estado,5km,10km,21km,42km
4 CIRCUITO PINTADO,683,51,2025,14/12/2025,PASSOS,SC,1,0,1,0
CIRCUITO SESI DE CORRIDAS DAS INDUSTRIAS - ETAPA PATO BRANCO,681,23,2025,07/06/2025,PATO BRANCO,MT,1,1,0,0
15 VOLTA A LAGOA - FLORIANOPOLIS 2025,681,40,2025,28/09/2025,FLORIANOPOLIS,TO,1,1,1,0
FAMILY RUN - CUIABAA,679,51,2025,14/12/2025,CUIABA,RN,1,1,0,0
4 MEIA MARATONA DAS PRAIAS - EMPODERE-SE,678,32,2025,09/08/2025,PALMAS,SP,1,1,0,0
2 CORRIDA DO CREA-RN 2025,677,48,2025,23/11/2025,NATAL,ES,0,1,0,0
XXI VOLTA USP RIBEIRAO PRETO,676,47,2025,22/11/2025,RIBEIRAO PRETO,SP,1,1,1,0
CORRIDA E CAMINHADA PELO DIABETES,676,48,2025,29/11/2025,VITORIA,BA,1,0,0,0
28 PRAIAS ETAPA LUA,674,37,2025,13/09/2025,UBATUBA,SE,1,1,0,0
CIRCUITO CAIXA SUNSET RUN,674,45,2025,02/11/2025,VITORIA DA CONQUISTA,SC,1,1,0,0
12 CORRIDA DOS BANCARIOS,674,46,2025,09/11/2025,ARACAJU,MT,1,1,0,0
6 EDICAO CORRIDA PELOS ANIMAIS DE RUA,674,47,2025,20/11/2025,BLUMENAU,SE,1,0,0,0
7 CORRIDA DO JUDICIARIO,673,36,2025,31/08/2025,CUIABA,MG,1,1,0,0
2 CORRIDA BENEFICENTE SANTA DULCE DOS POBRES,672,36,2025,31/08/2025,ITABAIANA,SP,1,1,0,0
1 CORRIDA DA POLICIA MILITAR   TRES PONTAS,672,37,2025,13/09/2025,TRES PONTAS,PE,1,1,0,0
NOS CORREMOS POR TODAS,672,52,2025,21/12/2025,SAO BERNARDO DO CAMPO,RJ,1,0,0,0
1 CORRIDA NIGHT RUN,671,44,2025,26/10/2025,GARANHUNS,SC,1,1,0,0
7 EDICAO CORRIDA E SAMBA - ETAPA COPACABANA,671,49,2025,06/12/2025,RIO DE JANEIRO,PR,0,1,0,0
CORRIDA OUTUBRO ROSA 2025,671,52,2025,23/12/2025,SAO JOSE,PE,0,1,0,0
1 CORRIDA NOTURNA DO CHOQUE,671,4,2026,18/01/2026,FOZ DO IGUACU,SP,1,0,0,0
32 CORRIDA RAIMUNDO DE SA,669,33,2025,16/08/2025,SALGUEIRO,SP,1,1,0,0
ECO RUN CLUB 2026,669,39,2025,21/09/2025,ITATIBA,SP,1,1,0,0
CORRIDA INTERNA HYUNDAI 2025,669,43,2025,19/10/2025,PIRACICABA,MG,1,0,0,0
2 CORRIDA CONTRA POLIO,669,48,2025,29/11/2025,SUZANO,PR,0,1,0,0
CORRIDA DA SAUDE 2025 - ITATIAIUCU,669,51,2025,14/12/2025,ITATIAIUCU,PR,1,0,0,0
11 CORRIDA DA POLICIA MILITAR,668,23,2025,01/06/2025,CASCAVEL,SP,1,1,0,0
CORRIDA LAPA 2025 - LAPA (PR),668,36,2025,31/08/2025,LAPA,PR,1,1,0,0
TF EXPERIENCE GRANJA VIANA | CIRCUITO RIO BRANCO,668,43,2025,19/10/2025,COTIA,SP,1,0,0,0
CIRCUITO SEST SENAT + SAUDE,667,29,2025,13/07/2025,CURITIBA,PA,1,1,0,0
CORRIDA DA CONSCIENTIZACAO DO AUTISMO ETAPA BARUERI,667,42,2025,18/10/2025,BARUERI,DF,1,1,1,0
CORRIDA DO OURO,666,31,2025,27/07/2025,ITAITUBA,SC,1,1,0,0
XTERRA BRASILIA - 2025,665,34,2025,17/08/2025,BRASILIA,SP,1,1,1,0
3 CORRIDA DO ATIRADOR,665,5,2026,25/01/2026,BRUSQUE,SP,0,1,0,0
XTERRA CARAGUA 2025 - 2 DIA,664,40,2025,28/09/2025,CARAGUATATUBA,SP,1,1,0,0
3 CORRIDA 50 BPMI,664,46,2025,09/11/2025,ITU,SP,1,1,0,0
4 CORRIDA PELA DOACAO DE ORGAOS,664,5,2026,25/01/2026,SAO PAULO,RO,1,1,0,0
1 CORRIDA EU AMO O SERTAO 2025,664,7,2026,08/02/2026,BAURU,PE,1,0,0,0
6 CORRIDA MPRO,663,25,2025,15/06/2025,PORTO VELHO,AP,1,1,0,0
2 CORRIDA RUNBJ 2026,663,51,2025,14/12/2025,BELO JARDIM,RS,1,1,0,0
LIVE! RUN XP 2025 - MACAPA,662,23,2025,07/06/2025,MACAPA,PA,1,0,0,0
TRACK&FIELD RUNNING VILLAGIO CAXIAS,661,40,2025,28/09/2025,CAXIAS DO SUL,RJ,1,0,0,0
CORRIDA DO MEIO AMBIENTE,660,38,2025,20/09/2025,SANTAREM,SC,1,1,0,0
CIRCUITO LIGHT RIO ANTIGO - ETAPA VOLTA REDONDA,660,50,2025,07/12/2025,VOLTA REDONDA,RO,1,1,0,0
2 CORRIDA SOLIDARIA APAE NAVEGANTES,659,38,2025,14/09/2025,NAVEGANTES,RJ,1,1,0,0
CORRIDA DOS FALCOES,658,39,2025,21/09/2025,PORTO VELHO,MG,1,1,0,0
CORRIDA DA SERRA - 5 ETAPA,658,46,2025,15/11/2025,PETROPOLIS,GO,1,1,0,0
CORRIDA DA ASSEMBLEIA LEGISLATIVA 2025,657,38,2025,20/09/2025,BELO HORIZONTE,AL,1,1,0,0
RUN SHOPPING ESTACAO GOIANIA,657,49,2025,30/11/2025,GOIANIA,PA,0,0,1,0
CORRIDA ALAGOAS SEM FOME,657,53,2025,28/12/2025,MACEIO,BA,1,1,0,0
AP RUN 16 E 21 KM 5 ETAPA,656,36,2025,31/08/2025,BELEM,CE,1,1,0,0
3 CORRIDA OURO NEGRO,656,38,2025,14/09/2025,MADRE DE DEUS,PI,1,1,0,0
CORRIDA AGOSTO BRANCO,655,27,2025,29/06/2025,JUAZEIRO DO NORTE,SP,1,1,1,0
CIRCUITO SESC CORRIDA DE RUA PARNAIBA,655,35,2025,30/08/2025,PARNAIBA,PA,1,0,0,0
1 MEIA MARATONA CIDADE DE GUARULHOS ACM,655,35,2025,30/08/2025,GUARULHOS,PA,1,0,0,0
META FIT NIGTH RUN,655,46,2025,09/11/2025,SANTAREM,PB,1,1,0,0
NIGHT RUN MEETAFIT,654,33,2025,10/08/2025,SANTAREM,SE,1,1,0,0
3 CIRCUITO SEST/SENAT,652,34,2025,17/08/2025,CAMPINA GRANDE,RS,1,0,0,0
CORRIDA VELHA CAP 2025,652,40,2025,28/09/2025,ARACAJU,PR,1,1,0,0
9 CORRIDA RUSTICA DO COLEGIO TIRADENTES,652,9,2026,22/02/2026,IJUI,PR,1,1,0,0
CIRCUITO DE CORRIDAS FECAM - ETAPA PARANA RUNNERS,651,29,2025,19/07/2025,CAMPO MOURAO,BA,0,1,1,1
CIRCUITO SESI DE CORRIDAS DAS INDUSTRIAS - ETAPA GUARAPUAVA,650,41,2025,05/10/2025,GUARAPUAVA,SP,1,1,1,0
CIRCUITO DO VINHO- MORRO DO CHAPEU,649,32,2025,03/08/2025,MORRO DO CHAPEU,ES,0,1,1,0
4 UNIMED RUN BARRETOS,649,38,2025,14/09/2025,BARRETOS,SP,0,1,1,0
10 MILHAS DO MARMORE E GRANITO,649,4,2026,18/01/2026,CACHOEIRO DE ITAPEMIRIM,BA,1,1,0,0
1 MEIA MARATONA HOSPITAL AMARAL CARVALHO,648,38,2025,20/09/2025,JAU,SP,1,1,0,0
4 CORRIDA RUSTICA DO BONFIM,648,44,2025,26/10/2025,ITABUNA,ES,0,1,0,0
2 EDICAO BEAT COLORS RUN - 2025,647,28,2025,06/07/2025,SAO CARLOS,SC,1,0,0,0
LATO SENSU RUN   CONVIVER, SUPERAR E CONQUISTAR,647,38,2025,14/09/2025,MANAUS,SP,1,1,0,0
CORRIDA ROSA - MOVIMENTE-SE COM A ARY 2025,647,38,2025,14/09/2025,VILA VELHA,PR,1,1,0,0
3 CORRIDA DO FOGO - RIO NEGRINHO (SC),646,27,2025,29/06/2025,RIO NEGRINHO,PE,0,1,0,0
CIRCUITO DE CORRIDAS JAU SERVE SUPERMERCADOS - 5 ETAPA,646,35,2025,24/08/2025,SAO CARLOS,PR,1,1,0,0
LEGENDARIO RUN,646,43,2025,19/10/2025,CURITIBA,SP,1,1,0,0
53 CORRIDA DA FOGUEIRA,644,42,2025,18/10/2025,RECIFE,BA,1,0,0,0
CORRIDA E CAMINHADA FRISIA 100 ANOS,644,4,2026,18/01/2026,CARAMBEI,PE,1,1,0,0
3 EDICAO CORRIDA E CAMINHADA OUTUBRO ROSA,643,26,2025,28/06/2025,BOITUVA,SP,1,0,0,0
CORRIDA DA EDUCACAO SALVADOR,643,49,2025,30/11/2025,SALVADOR,PR,1,0,0,0
CORRIDA DA RENOVACAO 2026,642,30,2025,20/07/2025,ITAPISSUMA,CE,1,1,0,0
MUSIC NIGHT RUN - SOROCABA - SP,642,47,2025,16/11/2025,SOROCABA,SC,1,1,0,0
1 PRISMA RUN,641,26,2025,22/06/2025,ARAPONGAS,MT,0,1,0,0
6 CORRIDA DAS FALESIAS 2025,641,33,2025,10/08/2025,BEBERIBE,PA,0,1,0,0
CORRIDA NOVEMBRO AZUL,641,43,2025,19/10/2025,FLORIANOPOLIS,PR,1,0,0,0
CIRCUITO ROTA DO PEIXE,641,50,2025,07/12/2025,VARZEA GRANDE,PB,1,1,0,0
13 CIRCUITO OAB - ETAPA PARAUAPEBAS,640,51,2025,14/12/2025,PARAUAPEBAS,SC,1,1,0,0
9 CORRIDA E CAMINHADA CUIDE AGORA CUIDE SEMPRE,640,4,2026,18/01/2026,SAO JOSE DOS PINHAIS,SC,1,1,0,0
2 CORRIDA DA DEMOCRACIA,639,38,2025,14/09/2025,CAMPINA GRANDE,SP,1,1,0,0
TRACK&FIELD EXPERIENCE 2025 - JOINVILLE | PERINI BUSINESS PARK,639,44,2025,26/10/2025,JOINVILLE,BA,1,1,0,0
TRACK&FIELD EXPERIENCE 2026 - JOINVILLE,638,26,2025,22/06/2025,JOINVILLE,SC,1,1,0,0
7 VALGROUP RUN,638,42,2025,18/10/2025,LORENA,PA,0,1,0,0
CIRCUITO PETROBRAS DE CORRIDA E CAMINHADA,638,42,2025,18/10/2025,SALVADOR,PE,0,1,1,1
CIRCUITO ANGELONI 2025 - ETAPA JOINVILLE,638,3,2026,11/01/2026,JOINVILLE,AP,0,1,0,0
7 CORRIDA DO CIRIO DE PARAUAPEBAS,637,35,2025,24/08/2025,PARAUAPEBAS,SC,0,1,0,0
PTR - ETAPA SERRA NEGRA,637,36,2025,31/08/2025,BEZERROS,MG,1,1,0,0
CORRIDA EQUINOCIO NA PISTA,637,46,2025,09/11/2025,MACAPA,RJ,1,0,0,0
CORRIDA PELA PROTECAO DOS ANIMAIS,637,50,2025,08/12/2025,JOINVILLE,AM,1,1,0,0
1 CORRIDA DA INDEPENDENCIA SETE LAGOAS - MG,636,35,2025,30/08/2025,SETE LAGOAS,SC,1,0,0,0
WATER RUN,636,4,2026,24/01/2026,RIO DE JANEIRO,BA,1,1,1,0
2 CORRIDA PEDESTRE CREA-AM 2025,635,47,2025,22/11/2025,MANAUS,BA,1,0,0,0
BRASAO NIGHT RUN,634,27,2025,05/07/2025,XANXERE,PR,1,0,0,0
ITAITU ECO RUN IX EDICAO,634,50,2025,07/12/2025,ITAITU,SP,0,1,0,0
POR DO SOL RUN,633,42,2025,12/10/2025,JACOBINA,SC,1,1,0,0
WINTER NEON NIGHT RUN,632,39,2025,21/09/2025,MARIOPOLIS,GO,1,1,0,0
2 CORRIDA E CAMINHADA NOSSA SENHORA DA CONCEICAO,632,52,2025,21/12/2025,CAMPINAS,PA,1,1,1,0
SOUBIO RUN 2025,631,26,2025,22/06/2025,FLORIANOPOLIS,SC,1,1,0,0
LARGUE O CIGARRO CORRENDO 2025,630,28,2025,06/07/2025,GOIANIA,CE,1,1,0,0
CORRIDA 390 ANOS DA PEROLA DO TOCANTINS,630,38,2025,14/09/2025,CAMETA,RS,1,1,0,0
RUN FOR PARKINSON'S BLUMENAU,630,38,2025,14/09/2025,BLUMENAU,SC,1,1,1,0
CORRIDA DO RAIO,630,42,2025,12/10/2025,JUAZEIRO DO NORTE,PA,1,0,0,0
9  CORRIDA DOS BOMBEIROS MILITARES DE TAQUARA 2025,629,25,2025,19/06/2025,TAQUARA,AP,1,0,0,0
BARRA RUN 2025,629,48,2025,23/11/2025,BARRA VELHA,RJ,1,1,0,0
5 CORRIDA DOS MEDICOS,629,53,2025,31/12/2025,PARAUAPEBAS,SC,1,1,0,0
1 CORRIDA DO CICLO DE MARABAIXO,628,46,2025,15/11/2025,MACAPA,PR,1,0,0,0
CIRCUITO GOITACA RUN - ETAPA GUARANI,628,52,2025,21/12/2025,CAMPOS DOS GOYTACAZES,PB,1,1,0,0
5 CORRIDA DA VIRADA ACORDE 2025,627,32,2025,09/08/2025,BLUMENAU,MG,1,1,0,0
PROVA RUSTICA DE IGUATEMI,627,38,2025,14/09/2025,IGUATEMI,CE,1,1,0,0
CORRIDA DO CHOQUEANO   ETAPA JOAO PESSOA 2025,626,43,2025,19/10/2025,JOAO PESSOA,RJ,1,0,0,0
2 CORRIDA FUNDACAO DOM CABRAL,626,4,2026,18/01/2026,NOVA LIMA,SP,0,1,0,0
6 CORRIDA SOLIDARIA FORCA NA PERUCA,624,46,2025,09/11/2025,CRATO,MT,1,0,0,0
CIRCUITO LIGHT RIO ANTIGO - ETAPA PIRAI,624,50,2025,07/12/2025,PIRAI,RJ,1,0,0,0
CORRIDA DO PADROEIRO SAO SEBASTIAO 2026,623,36,2025,31/08/2025,SAO SEBASTIAO,RJ,1,0,0,0
CIRCUITO SESC DE CORRIDAS - ETAPA PANTANAL,623,36,2025,31/08/2025,POCONE,SC,1,1,0,0
10 SEGURANCA PRESENTE RUN,622,30,2025,26/07/2025,RIO DE JANEIRO,PB,1,0,0,0
78 ANIVERSARIO DE NILOPOLIS - CORRIDA E CAMINHADA SOLIDARIA,621,30,2025,20/07/2025,RIO DE JANEIRO,SP,1,1,0,0
CORRIDA E CAMINHADA MOVIMENTO COOPER - ETAPA JOINVILLE,621,42,2025,12/10/2025,JOINVILLE,CE,1,1,0,0
CIRCUITO SUNSET RUN - ETAPA CAMPINA GRANDE,621,47,2025,16/11/2025,CAMPINA GRANDE,SP,1,1,1,0
CIRCUITO DE CORRIDAS JAU SERVE SUPERMERCADO - 4 ETAPA,621,7,2026,08/02/2026,RIBEIRAO PRETO,SP,1,1,0,0
I CORRIDA ECOPRINT,621,8,2026,15/02/2026,JUAZEIRO DO NORTE,SP,1,0,0,0
MEIA MARATONA CLAUS SPORTS,620,26,2025,22/06/2025,BOTUCATU,PA,0,1,0,0
REI E RAINHA RUN,619,25,2025,21/06/2025,SAO PAULO,SP,1,1,0,0
CARNARUN,619,30,2025,20/07/2025,SAO PAULO,PE,1,0,0,0
3 CORRIDA DO FOGO - MARABA-PA,619,40,2025,28/09/2025,MARABA,SC,1,1,0,0
CORRIDA E CAMINHADA UPAR 2025,618,27,2025,29/06/2025,INDAIATUBA,SP,1,1,0,0
5 CORRIDA AMIGOS QUE CONQUISTEI NAS CORRIDAS,618,48,2025,29/11/2025,OLINDA,CE,1,1,0,0
2 CORRIDA DE RUA SOLIDA,618,6,2026,01/02/2026,RIO NEGRINHO,RN,1,0,0,0
CIRCUITO DE CORRIDAS JAU SERVE SUPERMERCADOS - 3 ETAPA,617,30,2025,20/07/2025,BROTAS,PR,1,1,0,0
BRB CANOA,617,40,2025,28/09/2025,ARACATI,SP,0,1,0,0
4 CORRIDA CARNAVALESCA,617,43,2025,19/10/2025,CAICO,RJ,1,1,0,0
CIRCUITO ANGELONI 2025 - ETAPA MARINGA,617,50,2025,07/12/2025,MARINGA,SP,1,1,0,0
CIRCUITO SBC 6K,617,50,2025,13/12/2025,SAO BERNARDO DO CAMPO,MT,1,0,0,0
TRACK&FIELD EXPERIENCE 2025 - NITEROI | DESAFIO SAUDE,616,49,2025,30/11/2025,NITEROI,PR,1,1,0,0
8 CORRIDA EU SOU UMA DIVA,615,48,2025,23/11/2025,MOGI DAS CRUZES,CE,1,1,0,0
4. CORRIDA UFMT & UNISELVA EM MOVIMENTO,614,46,2025,09/11/2025,CUIABA,SC,1,1,0,0
IVASKO RUN,613,23,2025,01/06/2025,IRATI,MG,1,1,0,0
CIRCUITO IBIAPABA DE CORRIDA - SAO BENEDITO,613,46,2025,09/11/2025,SAO BENEDITO,SP,1,1,0,0
CIRCUITO ANGELONI 2025 - ETAPA BLUMENAU,613,5,2026,31/01/2026,BLUMENAU,ES,0,1,0,0
CIRCUITO SESC DE CORRIDAS - ETAPA TEOFILO OTONI,612,34,2025,17/08/2025,TEOFILO OTONI,SP,1,0,0,0
3 CORRIDA CARIJHOW 2025,611,44,2025,26/10/2025,BARRETOS,CE,1,1,0,0
11 CORRIDA DE MARATAIZES E CORRIDINHA DE MARATAIZES,610,27,2025,02/07/2025,MARATAIZES,BA,1,1,0,0
2 CORRIDA NIPO BRASILEIRA,610,46,2025,09/11/2025,SALTO,SC,1,1,0,0
II CORRIDA DO AGRO 2025,609,30,2025,20/07/2025,LIMOEIRO DO NORTE,RN,1,1,0,0
1 CORRIDA DO 9 BATALHAO DE POLICIA MILITAR,609,35,2025,24/08/2025,VITORIA DA CONQUISTA,PE,1,1,0,0
HUPI RUN - ETAPA BALNEARIO CAMBURIU,608,29,2025,13/07/2025,BALNEARIO CAMBORIU,SP,1,0,1,0
2 CORRIDA COOPANEST-RN,608,38,2025,20/09/2025,NATAL,PR,1,0,0,0
CORRIDA VIBE RUN 2025,608,42,2025,12/10/2025,TIMBAUBA,PB,1,1,1,0
5 MARILIA HALF MARATHON - MEIA MARATONA,607,47,2025,16/11/2025,MARILIA,SP,1,0,0,0
II CORRIDA DO LEGISLATIVO - FAZENDA RIO GRANDE,607,52,2025,21/12/2025,FAZENDA RIO GRANDE,GO,1,0,1,0
JP CITY HALF MARATHON 2025,606,32,2025,03/08/2025,JOAO PESSOA,SC,1,1,0,0
3 GALO RUN - XV DE JAU,606,43,2025,19/10/2025,JAU,MT,0,1,0,0
4 CORRIDA ROSA CHOCK - ETAPA CONTRA A VIOLENCIA A MULHER,606,46,2025,09/11/2025,GOIANIA,BA,1,1,0,0
LIVE! RUN XP 2025 - JOINVILLE,605,29,2025,13/07/2025,JOINVILLE,SC,1,1,0,0
CORRIDA ROTA DO PEIXE,605,35,2025,24/08/2025,VARZEA GRANDE,SP,1,0,0,0
SSA RUN LIFE - 2 EDICAO,605,4,2026,20/01/2026,SALVADOR,RJ,1,0,0,0
CIRCUITO ANGELONI 2025 - ETAPA JARAGUA DO SUL,605,6,2026,07/02/2026,JARAGUA DO SUL,SC,1,1,0,0
9 CORRIDA E CAMINHADA DA UNESP DRACENA,604,5,2026,25/01/2026,DRACENA,PB,1,0,0,0
6 GRATIDAO RUN 4K - CORRIDA E CAMINHADA SOLIDARIA,603,6,2026,07/02/2026,RIO DE JANEIRO,SP,0,1,0,0
6 GAIVOTA NIGHT RUN,602,31,2025,27/07/2025,BALNEARIO GAIVOTA,SC,1,1,0,0
CORRIDA LUZ 2026,602,31,2025,27/07/2025,GUARABIRA,SP,1,0,0,0
4 CORRIDA NOTURNA DE PEREIRAS/SP,602,41,2025,05/10/2025,PEREIRAS,PE,1,1,0,0
CORRIDA DE INVERNO 2025,601,30,2025,20/07/2025,SAO JOAQUIM,BA,1,1,0,0
CORRIDA PARA ELAS,601,39,2025,21/09/2025,ITANHAEM,CE,1,1,0,0
1 CORRIDA RS RUNNING,601,49,2025,30/11/2025,SANTA CRUZ DO CAPIBARIBE,PE,1,0,0,0
TRACK&FIELD EXPERIENCE 2025 - RUNNING | ITABUNA,599,32,2025,03/08/2025,ITABUNA,PE,1,0,0,0
CIRCUITO IBIAPABA DE CORRIDA - VICOSA DO CEARA,599,42,2025,18/10/2025,VICOSA DO CEARA,MT,0,1,1,0
CORRIDA PELA VIDA,599,48,2025,23/11/2025,SANTA CRUZ DO CAPIBARIBE,PE,1,1,0,0
2 DESAFIO RUNNING,599,50,2025,07/12/2025,IGARASSU,SP,1,0,0,0
VIBES RUNNING,599,5,2026,25/01/2026,SANTO ANTONIO DE LEVERGER,SP,1,0,0,0
ORGANNO RUN 2025,598,41,2025,11/10/2025,RECIFE,SC,1,0,0,0
CORRIDA POLI RUN - ARARAQUARA SP,598,50,2025,07/12/2025,ARARAQUARA,SC,1,1,0,0
4 COMEMORA SAO PAULO 2026,597,35,2025,30/08/2025,SAO PAULO,SE,1,0,0,0
BALNICA NIGHT RUN,597,37,2025,07/09/2025,FLORIANOPOLIS,SP,1,1,0,0
CORRIDAS DO BEM SESI SAUDE 2025 - ETAPA LAGES,596,43,2025,19/10/2025,LAGES,SP,1,1,0,0
CORRIDA VITTA 20 ANOS,596,5,2026,25/01/2026,ARACAJU,PB,1,1,0,0
RP RUN 2025,595,34,2025,17/08/2025,RIBEIRAO PRETO,SE,1,0,0,0
MARCHA ATOPICA SP,594,32,2025,09/08/2025,SAO PAULO,PA,0,1,0,0
CESTAO RUN,594,39,2025,21/09/2025,ITABAIANA,SC,1,1,0,0
2 CORRIDA SEMENTES DO FUTURO,593,35,2025,24/08/2025,RIBEIROPOLIS,PR,1,0,0,0
10 CORRIDA DA OAB DE CANAA DOS CARAJAS,593,44,2025,26/10/2025,CANAA DOS CARAJAS,SC,1,1,0,0
CORRIDA E CAMINHADA MOVIMENTO COOPER - ETAPA JARAGUA DO SUL,592,26,2025,22/06/2025,JARAGUA DO SUL,PA,0,1,0,0
CIRCUITO PROCORRER 3 ETAPA,592,26,2025,28/06/2025,CURITIBA,SP,1,1,0,0
CIRCUITO SESC DE CORRIDAS   ETAPA ITAJAI,592,49,2025,06/12/2025,ITAJAI,SC,1,1,0,0
SANTAREM MEU AMOR - CORRIDA,591,28,2025,06/07/2025,SANTAREM,SP,1,0,0,0
CARDIO NOTURNO,591,38,2025,14/09/2025,JUNDIAI,GO,1,1,0,0
SOMBRIO NIGHT RUN 2025,591,4,2026,18/01/2026,SOMBRIO,RJ,1,0,0,0
1 MENINAS MALVADAS RUN 2025,590,38,2025,14/09/2025,SAO PAULO,SC,1,1,0,0
1 DESAFIO ASTROS,590,42,2025,18/10/2025,FORMOSA,RS,1,0,0,0
CORRIDA DE SAO SEBASTIAO ARARUAMA 2026,590,4,2026,24/01/2026,,PR,1,1,0,0
12 CORRIDA E CAMINHADA IOT - 2025,589,42,2025,12/10/2025,JOINVILLE,RS,1,1,0,0
NIGHT RUN BRIGADA MILITAR,587,36,2025,31/08/2025,SAO LEOPOLDO,SP,1,1,0,0
FLASHBACK RUN,587,45,2025,02/11/2025,PONTA GROSSA,ES,0,1,0,0
MARATORRES 2025,586,31,2025,02/08/2025,TORRES,CE,1,1,1,0
CIRCUITO BEM ESTAR COBRAVA - INDAIATUBA,586,44,2025,26/10/2025,INDAIATUBA,ES,0,1,0,0
2 CORRIDA NOVEMBRO AZUL DO HOSPITAL EVANGELICO DE VILA VELHA,585,41,2025,11/10/2025,VILA VELHA,SC,1,1,0,0
TRACK & FIELD EXPERIENCE V DESAFIO TP,585,52,2025,21/12/2025,FORTALEZA,ES,0,1,0,0
19 CORRIDA FAESA,584,31,2025,27/07/2025,VITORIA,SC,1,1,0,0
1 CORRIDA NOTURNA CASA PRIME,584,5,2026,25/01/2026,PENHA,BA,1,1,0,0
CORRIDA SOLIDARIA 57 ANOS GAE,583,27,2025,29/06/2025,VILA VELHA,PB,0,1,1,0
RUN FOR WINE,583,41,2025,11/10/2025,ITAJAI,RS,1,1,0,0
2 CORRIDA DAS LUTAS,583,46,2025,09/11/2025,SALVADOR,CE,1,1,0,0
MEIA DOS PARQUES 2025,583,4,2026,18/01/2026,JOAO PESSOA,SE,1,1,0,0
SUNSET RUN - POR ELAS,583,7,2026,14/02/2026,PORTO ALEGRE,SP,1,0,0,0
CIRCUITO DESBRAVA - ETAPA FORTALEZA II,582,23,2025,01/06/2025,FORTALEZA,SC,1,1,0,0
1 CORRIDA ANIVERSARIO DE RIACHUELO,582,33,2025,16/08/2025,RIACHUELO,SP,1,1,0,0
NIGHT RUN ALAMBARI,582,7,2026,14/02/2026,ALAMBARI,SC,1,0,0,0
CORRIDAS DO BEM SESI SAUDE 2025 - ETAPA CRICIUMA,581,34,2025,23/08/2025,CRICIUMA,AC,1,0,0,0
DIVON + IMPULSO - O CORRE,581,47,2025,16/11/2025,BRODOWSKI,MA,1,0,0,0
5 CORRIDA NOTURNA DE TAIO,579,35,2025,24/08/2025,TAIO,SC,1,0,0,0
CIRCUITO SUNSET RUN - ETAPA RIO BRANCO,579,49,2025,30/11/2025,RIO BRANCO,PA,1,1,0,0
ECO RUN 2025,578,35,2025,24/08/2025,PEDREIRAS,RJ,1,1,0,0
1 ETAPA FOCO - CIRCUITO FOCO, FORCA E FE 2025 ( CORRIDA E CAMINHADA SOLIDARIA ),578,44,2025,26/10/2025,RIO DE JANEIRO,BA,1,1,0,0
1 CORRIDA COM O SENHOR BOM JESUS,577,40,2025,28/09/2025,GUARAMIRIM,RS,1,1,0,0
CORRIDA NOVEMBRO AZUL VALE METAIS BASICOS 2025,577,8,2026,21/02/2026,CANAA DOS CARAJAS,PR,1,0,0,0
CIRCUITO GOITACA RUN - ETAPA TUPI,576,43,2025,19/10/2025,CAMPOS DOS GOYTACAZES,CE,1,1,0,0
2 CORRIDA DA CIPPA,576,49,2025,06/12/2025,PORTO SEGURO,PE,0,1,1,1
13 CORRIDA UNIMED VALE DO CAI,575,30,2025,20/07/2025,MONTENEGRO,MG,1,1,0,0
CORRIDA E CAMINHADA DE 155 ANOS DE CAMPO LARGO,575,35,2025,24/08/2025,CAMPO LARGO,PR,1,0,0,0
1 CORRIDA CORRE PARA JESUS,575,38,2025,20/09/2025,HORIZONTE,PA,1,1,0,0
TRUN SERIES 2025 - ETAPA CARUARU-PE,575,6,2026,01/02/2026,CARUARU,SC,1,1,0,0
TRACK&FIELD EXPERIENCE 2025 - RUNNING CSUL | LAGOA DOS INGLESES,573,29,2025,19/07/2025,NOVA LIMA,PR,1,0,0,0
CORRIDA APAE ACORPATO 2025,573,45,2025,02/11/2025,PATO BRANCO,AP,1,1,0,0
WTR SERRA PELADA,573,5,2026,25/01/2026,CURIONOPOLIS,RN,1,0,0,0
1 EDICAO VGT RUN ITAPEMA,573,5,2026,25/01/2026,ITAPEMA,MS,1,1,0,0
4 CORRIDA NOTURNA SAO CRISTOVAO,572,42,2025,12/10/2025,SAO JOSE DOS PINHAIS,ES,1,1,0,0
CIRCUITO BANCO DO BRASIL - ETAPA MACAPA,572,45,2025,02/11/2025,MACAPA,BA,1,1,0,0
1 CORRIDA DA CORRE UZL,572,46,2025,15/11/2025,UMARIZAL,RJ,0,1,0,0
3  CORRIDA E CAMINHADA CLODOALDO RUN,571,47,2025,16/11/2025,TRES LAGOAS,BA,1,1,0,0
CORRIDA DO SESI,570,27,2025,29/06/2025,LINHARES,RJ,1,1,0,0
TRACK&FIELD EXPERIENCE 2025 - ILHEUS,569,28,2025,12/07/2025,ILHEUS,PR,1,0,0,0
ROLLING STONE MUSIC & RUN,569,47,2025,22/11/2025,RIO DE JANEIRO,SP,1,1,0,0
GUARCONI RACE EXPERIENCE,568,44,2025,26/10/2025,FEIRA DE SANTANA,SC,1,1,0,0
ATLANTICO RUN,568,47,2025,16/11/2025,MACAE,SP,1,1,0,0
EVOLUA EM MOVIMENTO KIDS PATO BRANCO,568,51,2025,14/12/2025,PATO BRANCO,RS,1,1,0,0
HOPE RESORT RUN,568,51,2025,20/12/2025,SAO PAULO,SP,0,1,0,0
