nome,nparti,semana,ano,data,cidade,estado,5km,10km,21km,42km
FRESH RUN SUPER MUFFATO 2025 - CASCAVEL,1353,28,2025,12/07/2025,CASCAVEL,RN,1,1,1,0
MEIA DA LUA,1352,9,2026,22/02/2026,PARNAMIRIM,PR,1,1,1,0
HE RUN 2026,1349,48,2025,23/11/2025,LONDRINA,CE,1,1,0,0
2 CORRIDA ENTRE AMIGOS,1348,23,2025,01/06/2025,FORTALEZA,CE,1,1,0,0
CAIXA | CORRIDAS PELO NORDESTE - CRATO-CE,1348,39,2025,21/09/2025,CRATO,PA,1,1,0,0
CORRIDA FENOMENO AZUL,1347,28,2025,06/07/2025,BELEM,RJ,1,0,0,0
CIRCUITO MOOVE ILHA CARIOCA - ETAPA GUANABARA 2025,1346,44,2025,26/10/2025,RIO DE JANEIRO,SP,1,1,0,0
CIRCUITO DE CORRIDAS PAGUE MENOS - 7 ETAPA MOGI GUACU - 2025,1340,44,2025,26/10/2025,MOGI GUACU,SP,1,0,0,0
AVENIDA FEST RUN ETAPA ASSIS SP,1340,44,2025,26/10/2025,ASSIS,SP,1,0,0,0
CIRCUITO AVENIDA FEST RUN - ETAPA ASSIS,1339,6,2026,01/02/2026,ASSIS,PR,1,0,1,0
11 DESAFIO ROTA DO VINHO,1337,44,2025,26/10/2025,BITURUNA,PA,1,1,0,0
CORRIDA DO EMPRESARIO 2025 - ACIP,1336,39,2025,21/09/2025,PARAUAPEBAS,ES,1,1,0,0
CIRCUITO DAS ESTACOES 2025 - PRIMAVERA - VITORIA,1336,40,2025,04/10/2025,VITORIA,DF,1,1,0,0
PINK FOR LIFE RUN 2025,1336,46,2025,15/11/2025,BRASILIA,BA,1,1,0,0
3 RONDESP SUL NIGHT RUN,1335,49,2025,30/11/2025,ILHEUS,SP,1,0,0,0
AERO RUN 2025 - ETAPA RIBEIRAO PRETO | 2 EDICAO,1334,31,2025,27/07/2025,RIBEIRAO PRETO,PE,1,1,0,0
6 EDICAO DA CORRIDA CRAZY RUNNERS,1334,31,2025,27/07/2025,CARUARU,BA,1,1,0,0
CORRIDA ROTA 30 ANOS,1331,33,2025,10/08/2025,ITABUNA,DF,0,1,1,0
MEIA MARATONA CBCR - 2025,1330,24,2025,08/06/2025,BRASILIA,SP,1,1,0,0
BLUE RUN JUNDIAI 2025,1330,49,2025,30/11/2025,JUNDIAI,PE,1,0,0,0
3 CORRIDA EX SEDENTARIOS,1329,5,2026,25/01/2026,IGARASSU,RJ,1,1,1,1
MARATONA DUQUE DE CAXIAS,1328,26,2025,22/06/2025,DUQUE DE CAXIAS,SP,1,1,0,0
NUTRISPORTY RUNNING,1327,32,2025,03/08/2025,UBATUBA,MT,1,1,0,0
CIRCUITO DAS ESTACOES 2025 - INVERNO - CUIABAA,1326,47,2025,16/11/2025,CUIABA,RS,1,1,0,0
NETSHOES RUN - PORTO ALEGRE,1322,32,2025,03/08/2025,PORTO ALEGRE,MG,1,1,0,0
CIRCUITO S RUN EDICAO UBERLANDIA 2025,1319,45,2025,02/11/2025,UBERLANDIA,RJ,1,0,0,0
MOV ENEL - NITEROI - 2025,1318,37,2025,13/09/2025,NITEROI,MT,1,0,0,0
13*CORRIDA PELA VIDA,1317,43,2025,19/10/2025,CUIABA,SP,1,1,0,0
CORRIDA E CAMINHADA MULHER DETERMINADA - REINO DOS SONHOS,1312,36,2025,06/09/2025,SAO BERNARDO DO CAMPO,CE,1,0,0,0
CIRCUITO SUNSET RUN - ETAPA SOBRAL,1311,30,2025,20/07/2025,SOBRAL,RS,1,1,0,0
CIRCUITO DOS VALES 2025 - 3 ETAPA,1309,35,2025,24/08/2025,WESTFALIA,SP,1,1,0,0
ECO RUN PIRACICABA - 2025,1303,38,2025,14/09/2025,PIRACICABA,PE,0,1,1,0
CORRIDA DO VINHO 2025,1302,31,2025,27/07/2025,LAGOA GRANDE,MG,1,1,0,0
HOSPITAL SANTA ROSALIA APRESENTA RUSTICA DO SANTA,1302,43,2025,19/10/2025,TEOFILO OTONI,SC,1,1,0,0
7 CORRIDA RUSTICA DO 2  BATALHAO DE POLICIA MILITAR FRONTEIRA/UNO,1302,43,2025,19/10/2025,CHAPECO,SC,1,1,0,0
7 CORRIDA RUSTICA POLICIA MILITAR/UNOCHAPECO,1296,33,2025,10/08/2025,CHAPECO,RS,1,1,0,0
BIOMAS - PAMPA - PORTO ALEGRE - 2025,1294,31,2025,27/07/2025,PORTO ALEGRE,MA,1,1,1,0
CORRIDA SAO LUIS 2025,1293,23,2025,01/06/2025,SAO LUIS,RJ,1,0,0,0
BORA CORRER 50 ANOS COMLURB,1292,44,2025,26/10/2025,RIO DE JANEIRO,RS,1,1,0,0
5 CAMINHADA E CORRIDA DA SAUDE,1292,3,2026,17/01/2026,CAXIAS DO SUL,SC,1,1,0,0
2 CORRIDA DOS BOMBEIROS VOLUNTARIOS DE NAVEGANTES,1291,51,2025,14/12/2025,NAVEGANTES,SC,1,1,0,0
CIRCUITO S RUN EDICAO BLUMENAU 2025,1291,53,2025,31/12/2025,BLUMENAU,MA,1,1,0,0
CORRIDA DA VIRADA,1289,44,2025,26/10/2025,PORTO FRANCO,RJ,1,0,0,0
CORRIDA SEST SENAT - SG,1289,46,2025,15/11/2025,SAO GONCALO,DF,1,1,1,0
DIA A DIA SUNSET RUN,1288,41,2025,05/10/2025,BRASILIA,SP,0,1,1,0
1 CORRIDA DO 6 BAEP,1284,29,2025,13/07/2025,SAO BERNARDO DO CAMPO,SP,1,0,1,0
MEIA MARATONA INTERNACIONAL DE RIBEIRAO PRETO - 2025,1284,47,2025,16/11/2025,RIBEIRAO PRETO,SP,1,0,0,0
AIRPORT RUN PRESIDENTE PRUDENTE,1282,45,2025,02/11/2025,PRESIDENTE PRUDENTE,DF,1,1,1,0
BSB HALF MARATHON 2025   SPEED CHALLENGE,1275,35,2025,24/08/2025,BRASILIA,SP,1,1,0,0
CORRIDA DO EXPEDICIONARIO - FEB,1275,42,2025,12/10/2025,SAO PAULO,BA,1,1,1,0
TRACK&FIELD EXPERIENCE 2025 - SALVADOR | CORRIDA DA ADVOCACIA,1275,53,2025,31/12/2025,SALVADOR,SP,0,1,0,0
45 CORRIDA DE SANTO ONOFRE,1270,31,2025,27/07/2025,ARARAQUARA,RJ,1,1,0,0
CORRIDA DO CHOQUE 2025,1270,45,2025,02/11/2025,RIO DE JANEIRO,CE,1,0,0,0
3 CORRIDA DA POLICIA RODOVIARIA FEDERAL - PRF-CE,1270,50,2025,07/12/2025,FORTALEZA,PE,1,1,0,0
CIRCUITO DESBRAVA - JABOATAO DOS GUARARAPES,1267,43,2025,19/10/2025,JABOATAO DOS GUARARAPES,PR,0,1,0,0
IV CORRIDA SOLIDARIA REDE FEMININA DE COMBATE AO CANCER,1265,40,2025,28/09/2025,MARINGA,PR,1,1,0,0
GELOBEL RUN 2025,1265,41,2025,05/10/2025,LONDRINA,PE,1,1,0,0
CORRIDA BRIGADEIRO EDUARDO GOMES 2025,1263,29,2025,13/07/2025,RECIFE,MT,1,1,1,0
TRACK&FIELD RUN SERIES 2025 - SHOPPING ESTACAO CUIABAA,1262,32,2025,03/08/2025,CUIABA,CE,1,1,0,0
2 CORRIDA POLICIA PENAL DO CEARA,1261,32,2025,03/08/2025,FORTALEZA,MA,1,1,0,0
CIRCUITO BANCO DO BRASIL - SAO LUIS,1261,32,2025,03/08/2025,SAO LUIS,RN,1,1,0,0
ECO RUN - MOSSORO - 2025,1261,33,2025,10/08/2025,MOSSORO,SP,1,1,0,0
CORRIDA PONTE 10K 2025,1260,45,2025,08/11/2025,CAMPINAS,RS,1,1,0,0
9 SICREDI NIGHT RUN 2025,1257,50,2025,07/12/2025,TEUTONIA,PA,1,1,0,0
TRACK&FIELD EXPERIENCE 2025 - BELEM | ECONOMICO,1255,35,2025,24/08/2025,BELEM,SC,1,1,0,0
4  CORRIDA DOS ANJOS,1254,36,2025,06/09/2025,ITAJAI,SE,1,1,0,0
WE CAN RUN REDE PRIMAVERA 2025,1254,38,2025,20/09/2025,ARACAJU,SC,1,1,0,0
3 DESAFIO DROGARIA CATARINENSE,1254,50,2025,07/12/2025,JOINVILLE,MT,1,1,0,0
CIRCUITO DAS ESTACOES 2025 - VERAO - CUIABAA,1251,24,2025,14/06/2025,CUIABA,SC,1,1,0,1
PEDRA BRANCA NIGHT RUN,1250,32,2025,09/08/2025,PALHOCA,SC,1,1,0,0
NIGHT RUN JOINVILLE,1249,25,2025,15/06/2025,JOINVILLE,SC,0,1,1,0
MEIA MARATONA QUIRIRI,1248,47,2025,16/11/2025,JOINVILLE,SP,1,1,1,0
1 CORRIDA BOTAFOGO RUN 21K 2025,1247,38,2025,14/09/2025,RIBEIRAO PRETO,SP,1,1,0,0
ROTARY RUN,1241,37,2025,07/09/2025,GUARULHOS,RJ,1,1,0,0
CENTAURO DESBRAVA ETAPA RIO DE JANEIRO,1241,39,2025,21/09/2025,RIO DE JANEIRO,SE,1,1,0,0
BOM BOM RUN 2025,1240,44,2025,01/11/2025,ESTANCIA,GO,1,1,0,0
SUNSET FOOD RUN 2025,1239,25,2025,15/06/2025,GOIANIA,DF,0,1,0,0
8 CORRIDA DO GARI,1239,41,2025,05/10/2025,BRASILIA,MG,1,1,0,0
CORRIDA FARID 2025 - ETAPA ITABIRITO,1237,34,2025,17/08/2025,ITABIRITO,SP,1,0,0,0
VIII PROVA PEDESTRE E CAMINHADA DA SAUDE UNESP/ASSIS,1237,51,2025,14/12/2025,ASSIS,MG,0,1,0,0
CORRIDA DE BETIM 87 ANOS,1236,51,2025,20/12/2025,BETIM,SC,1,0,0,0
NOEL NIGHT RUN - CHAPECO - SC,1235,49,2025,30/11/2025,CHAPECO,PR,1,1,0,0
CIRCUITO S RUN EDICAO LONDRINA 2025,1233,24,2025,08/06/2025,LONDRINA,SP,1,1,0,0
CORRIDA DO BAEP,1233,46,2025,15/11/2025,SAO PAULO,RJ,0,1,1,1
WTR SERRA DO MAR 2025,1232,45,2025,02/11/2025,PETROPOLIS,PR,0,1,1,0
CIRCUITO UNIMED OFF ROAD - ETAPA 3,1232,50,2025,13/12/2025,LONDRINA,GO,1,1,0,0
CORRIDA DO PAPAI NOEL 2025,1230,23,2025,07/06/2025,GOIANIA,GO,1,1,0,0
CIRCUITO JUNINO,1228,44,2025,26/10/2025,GOIANIA,PR,1,1,0,0
16 CORRIDA E CAMINHADA COMPLEXO ISPON,1225,31,2025,27/07/2025,PONTA GROSSA,BA,1,1,0,0
CIRCUITO DAS ESTACOES 2025 - INVERNO - JACOBINA,1224,29,2025,13/07/2025,JACOBINA,BA,1,1,1,0
8 CORRIDA DO DRAGAO 2025,1222,33,2025,10/08/2025,CAMACARI,PR,1,1,0,0
1 CORRIDA PEDESTRE DO 30 BPM LONDRINA PR,1221,36,2025,31/08/2025,LONDRINA,MG,1,1,0,0
CORRIDA DA GUARDA CIVIL MUNICIPAL DE BELO HORIZONTE,1221,48,2025,23/11/2025,BELO HORIZONTE,RS,1,1,0,0
CIRCUITO DOS VALES ETAPA CANTO CORAL,1220,39,2025,21/09/2025,TEUTONIA,PR,1,1,0,0
CONDOR RUNNING ETAPA MARINGA 2025,1220,51,2025,14/12/2025,MARINGA,PR,1,1,1,0
9 CORRIDA UNIMED CASCAVEL - 2025,1219,41,2025,05/10/2025,CASCAVEL,ES,1,0,0,0
1 CORRIDA DA SOEA - EDICAO CAPIXABA,1218,29,2025,13/07/2025,VILA VELHA,SC,1,1,0,0
CONDOR RUNNING - ETAPA JOINVILLE 2025,1216,30,2025,20/07/2025,JOINVILLE,RO,1,1,0,0
1 CORRIDA DA PRF-RO,1213,32,2025,09/08/2025,PORTO VELHO,SC,1,1,1,0
MEIA MARATONA ILHA DA MAGIA NIGHT RUN FLORIANOPOLIS - 2025,1213,41,2025,05/10/2025,ABDON BATISTA,SP,1,1,0,0
CARDIO CAZAMIGA,1207,44,2025,26/10/2025,JUNDIAI,SP,0,1,0,0
CORRIDA DAS FLORES 2025,1207,50,2025,07/12/2025,HOLAMBRA,GO,1,1,0,0
CIRCUITO DAS ESTACOES 2025 - VERAO - GOIANIA,1206,7,2026,08/02/2026,GOIANIA,PR,1,0,0,0
CORRIDA DE RUA DA FESTA DA UVA 2026 - COLOMBO/PR,1205,39,2025,21/09/2025,COLOMBO,ES,1,1,0,0
CORRIDA E CAMINHADA SEST/SENAT - ETAPA CACHOEIRO DE ITAPEMIRIM,1205,40,2025,28/09/2025,CACHOEIRO DE ITAPEMIRIM,ES,1,1,0,0
CORRIDA E CAMINHADA SEST SENAT CACHOEIRO DE ITAPEMIRIM,1205,41,2025,11/10/2025,CACHOEIRO DE ITAPEMIRIM,PA,0,1,0,0
TATICO RUN,1205,43,2025,19/10/2025,SANTAREM,SP,1,0,0,0
3 CORRIDA KAZAMIGAS PIRACICABA,1205,51,2025,14/12/2025,PIRACICABA,RJ,1,1,0,0
IV CORRIDA DO ENGENHEIRO,1204,32,2025,09/08/2025,MACAE,PB,1,1,0,0
CIRCUITO DE CORRIDAS DE RUA DA ADVOCACIA - ETAPA JOAO PESSOA,1203,50,2025,07/12/2025,JOAO PESSOA,RS,1,1,0,0
CIRCUITO S RUN EDICAO NOVO HAMBURGO 2025,1203,53,2025,31/12/2025,NOVO HAMBURGO,PB,1,1,1,0
CORRIDA DA VIRADA 2025-2026,1198,29,2025,13/07/2025,JOAO PESSOA,DF,1,1,0,0
CENTAURO DESBRAVA BRASILIA,1197,37,2025,07/09/2025,BRASILIA,ES,1,0,0,0
CORRIDA MULHER EM FORMA,1195,46,2025,09/11/2025,VILA VELHA,AL,1,1,0,0
AVANT ATACAREJO- 2 EDICAO- PALMEIRA DOS INDIOS - ALAGOAS,1193,38,2025,14/09/2025,PALMEIRA DOS INDIOS,PE,1,1,0,0
9 CORRIDA DE ANIVERSARIO DOS AMIGOS DO ASFALTO,1192,41,2025,05/10/2025,ITAPISSUMA,PE,1,0,0,0
CORRIDA GRANADO PINK RECIFE 2025,1190,40,2025,28/09/2025,RECIFE,SC,1,1,0,0
1 CORRE RD FLORIPA,1189,47,2025,16/11/2025,FLORIANOPOLIS,SP,1,1,0,0
ECO RUN - INDAIATUBA - 2025,1188,29,2025,13/07/2025,INDAIATUBA,SP,1,1,1,0
CORRIDA SAO VICENTE MEIA MARATONA DE SOROCABA,1186,36,2025,31/08/2025,SOROCABA,PR,1,1,0,0
BLUE RUN - PINHAIS - 2025,1185,29,2025,13/07/2025,PINHAIS,PE,1,0,1,0
CORRIDA RUSTICA INTERNACIONAL DO AGRONEGOCIO 2025,1185,39,2025,21/09/2025,PETROLINA,PB,1,0,0,0
CORRIDA PELA PAZ NO TRANSITO - JOAO PESSOA,1183,25,2025,15/06/2025,JOAO PESSOA,BA,1,1,0,0
3 CORRIDA MOVIMENTO,1182,40,2025,28/09/2025,SALVADOR,SC,1,1,1,1
3 MARATONA E 8 MEIA MARATONA CRICIUMA 2025,1181,47,2025,16/11/2025,CRICIUMA,PR,0,1,0,0
CORRIDA E CAMINHADA MAE DO ROCIO - PADROEIRA DO PARANA,1180,35,2025,24/08/2025,PARANAGUA,DF,1,0,0,0
FOOD RUN BRASILIA - 2025,1178,9,2026,22/02/2026,BRASILIA,SP,1,1,1,0
RUN 21K - MEIA DE PERUIBE 2026,1177,6,2026,01/02/2026,PERUIBE,SP,0,1,1,0
STORM RUN SUMMER EDITION 2026,1173,38,2025,14/09/2025,SAO PAULO,PR,1,1,0,0
TRACK&FIELD RUN SERIES 2025 - PARKSHOPPINGBARIG I,1166,38,2025,14/09/2025,CURITIBA,PR,1,1,0,0
ECO RUN - LONDRINA - 2025,1165,27,2025,05/07/2025,LONDRINA,PI,1,0,0,0
DESAFIO PIRACURUCA RUN,1157,47,2025,16/11/2025,PIRACURUCA,SC,1,1,0,0
4 CORRIDA ALFA,1156,23,2025,07/06/2025,CHAPECO,SP,0,1,0,0
RUN FOR NIGHT RUN 2025,1156,48,2025,29/11/2025,PIRACICABA,RJ,1,1,1,0
XTERRA BUZIOS 2025,1155,23,2025,07/06/2025,ARMACAO DOS BUZIOS,SP,1,1,1,0
XTERRA ILHABELA 2025,1155,5,2026,25/01/2026,ILHABELA,GO,1,1,1,0
3 CORRIDA SENAR GOIAS - 2026,1154,43,2025,19/10/2025,GOINIA,ES,0,1,0,0
CORRIDA SANTA RITA,1153,30,2025,26/07/2025,VITORIA,RN,1,1,0,0
CIRCUITO DAS ESTACOES 2025 - INVERNO - NATAL,1152,51,2025,14/12/2025,NATAL,GO,1,1,0,0
4 CORRIDA DA JUSTICA TJGO,1151,37,2025,13/09/2025,GOIANIA,RJ,1,0,0,0
4 EU ESCOLHO VIVER SOLIDARIA - CORRIDA E CAMINHADA,1144,24,2025,08/06/2025,RIO DE JANEIRO,MT,1,0,0,0
4 CORRIDA ESTADUAL DE COMBATE AO TRABALHO ESCRAVO,1144,31,2025,02/08/2025,CUIABA,MT,1,0,0,0
BRAVOS FAST NIGHT RUN,1140,35,2025,24/08/2025,VARZEA GRANDE,CE,1,1,0,0
4 CORRIDA AGECEF,1140,37,2025,13/09/2025,FORTALEZA,BA,1,1,0,0
AN RUN - ALAGOINHAS NIGHT RUN 2025,1137,49,2025,30/11/2025,ALAGOINHAS,TO,1,1,1,0
MEIA MARATONA DA POLICIA FEDERAL | TOCANTINS,1137,49,2025,30/11/2025,PALMAS,TO,1,1,1,0
MEIA MARATONA POLICIA FEDERAL,1136,37,2025,13/09/2025,PALMAS,GO,1,1,0,0
CIRCUITO DAS ESTACOES 2025 - PRIMAVERA - GOIANIA,1136,38,2025,14/09/2025,GOIANIA,PB,1,1,0,0
CIRCUITO MUSIC RUN - ETAPA ROCK,1136,53,2025,30/12/2025,JOAO PESSOA,SC,1,0,0,0
13 BC CELEBRATION BEACH RUNNING,1135,36,2025,31/08/2025,BALNEARIO CAMBORIU,PR,0,1,1,0
FRESH RUN SUPER MUFFATO 2025 - MARINGA,1135,39,2025,21/09/2025,MARINGA,SP,1,1,0,0
CIRCUITO DESBRAVA,1135,43,2025,19/10/2025,INDAIATUBA,RJ,1,0,0,0
RIO MARAVILHA - ETAPA PRIMAVERA 2025,1134,50,2025,13/12/2025,RIO DE JANEIRO,SE,1,1,0,0
CORRIDA DO FOGO,1130,36,2025,31/08/2025,ARACAJU,SP,1,1,0,0
1 CORRE CORINTHIANS,1130,43,2025,19/10/2025,SAO PAULO,RO,1,1,0,0
3 CORRIDA DA DEMOCRACIA - ALERO,1129,44,2025,26/10/2025,PORTO VELHO,RJ,0,1,0,0
CORRIDA E CAMINHADA OUTUBRO ROSA NOVEMBRO AZUL,1128,39,2025,21/09/2025,MACAE,SC,1,1,0,0
CIRCUITO DE CORRIDAS UNIMED - ETAPA BLUMENAU,1128,48,2025,29/11/2025,BLUMENAU,SC,1,1,0,0
CIRCUITO DE CORRIDAS DA ADVOCACIA CATARINENSE 2025 | ETAPA 4 | NEO MUSIC NIGHT RUN,1128,48,2025,29/11/2025,BRUSQUE,SC,1,1,0,0
NEON MUSIC RUN - BRUSQUE 2025,1126,25,2025,15/06/2025,BRUSQUE,PR,1,0,1,0
16 CORRIDA DA POLICIA MILITAR,1125,46,2025,09/11/2025,FOZ DO IGUACU,RS,1,1,0,0
CORRIDA PELA VIDA,1123,36,2025,31/08/2025,PORTO ALEGRE,AL,1,1,0,0
PARQUE SHOPPING RUN 2025 - MACEIO ALAGOAS,1122,45,2025,02/11/2025,MACEIO,SP,1,1,1,0
TRACK&FIELD EXPERIENCE 2025 - SAO JOSE DOS CAMPOS,1121,35,2025,24/08/2025,SAO JOSE DOS CAMPOS,SC,1,1,0,0
CORRIDA E CAMINHADA MOVIMENTO COOPER   ETAPA BLUMENAU,1120,31,2025,27/07/2025,BLUMENAU,MT,1,1,0,0
CIRCUITO PRF RUN 2025,1120,50,2025,07/12/2025,CUIABA,TO,1,1,1,0
MEIA MARATONA DO TOCANTINS,1117,30,2025,20/07/2025,PALMAS,SP,0,1,0,0
6 EU MULHER - CORRIDA 6 KM E CAMINHADA 3 KM,1116,44,2025,26/10/2025,SAO PAULO,MT,1,0,0,0
9. CORRIDA DO SERVIDOR 2025,1116,50,2025,07/12/2025,CUIABA,PR,1,1,0,0
CONDOR RUNNING ETAPA PARANAGUA - 2025,1115,38,2025,14/09/2025,PARANAGUA,PR,0,1,0,0
CORRIDA CIDADE PONTA GROSSA,1114,47,2025,16/11/2025,PONTA GROSSA,ES,1,1,0,0
CORRIDA DA POLICIA FEDERAL,1114,51,2025,14/12/2025,VILA VELHA,PR,1,0,1,0
CORRIDA RUSTICA VERDE OLIVA | CORRIDA & POEIRA & SUPERACAO,1112,49,2025,30/11/2025,SAO JOSE DOS PINHAIS,DF,1,1,1,0
MEIA MARATONA DA POLICIA FEDERAL DE BRASILIA - EDICAO NACIONAL,1111,24,2025,08/06/2025,BRASILIA,ES,1,0,1,0
CORRIDA MEDSENIOR 2025,1111,45,2025,08/11/2025,VITORIA,AL,1,1,0,0
9 CORRIDA TRT AL - TRABALHO SEGURO,1108,33,2025,10/08/2025,MACEIO,SC,1,1,0,0
CIRCUITO UNIMED 2025 - ETAPA JOINVILLE,1107,38,2025,14/09/2025,JOINVILLE,DF,0,1,0,0
CORRIDA COSTA ATACADAO BRASILIA,1107,47,2025,16/11/2025,BRASILIA,PE,1,1,0,0
CORRIDA CIRCUITO UNIMED ETAPA CARUARU,1104,23,2025,01/06/2025,CARUARU,SP,1,1,0,0
4 CORRIDA DO PAULISTA,1104,35,2025,24/08/2025,JUNDIAI,SP,1,1,0,0
ECO RUN - ITATIBA - 2025,1104,50,2025,07/12/2025,ITATIBA,PR,1,1,1,0
LIVE! RUN XP 2025 - FOZ DO IGUACU,1103,30,2025,20/07/2025,FOZ DO IGUACU,PB,1,1,0,0
CIRCUITO MUSIC RUN - ETAPA SAMBA,1103,42,2025,12/10/2025,JOAO PESSOA,RN,1,1,0,0
CIRCUITO DAS ESTACOES 2025 - PRIMAVERA - NATAL,1102,36,2025,31/08/2025,NATAL,PE,1,1,0,0
1 CORRIDA GCM SCC,1102,6,2026,01/02/2026,SANTA CRUZ DO CAPIBARIBE,SE,1,1,0,0
VERAO SERGIPE - ETAPA ARACAJU,1100,44,2025,26/10/2025,ARACAJU,SP,1,1,0,0
10 UNIMED RUN 2025,1099,37,2025,07/09/2025,SAO JOSE DOS CAMPOS,MG,1,1,0,0
6 CORRIDA VIASHOPPING,1098,48,2025,23/11/2025,BELO HORIZONTE,PE,0,1,1,0
ASICS RUN CHALLENGE - ETAPA RECIFE,1093,47,2025,16/11/2025,RECIFE,SP,1,1,0,0
DISCOVERY ZOO RUN,1093,9,2026,22/02/2026,SAO PAULO,PR,1,0,0,0
FREEWAY RUN,1092,48,2025,23/11/2025,MARINGA,PB,1,1,0,0
CIRCUITO MUSIC RUN - ETAPA AXE,1090,32,2025,03/08/2025,JOAO PESSOA,RJ,0,1,1,0
II MEIA MARATONA DE PETROPOLIS,1089,29,2025,13/07/2025,PETROPOLIS,SP,1,1,0,0
2 CORRIDA E CAMINHADA SONHAR ACORDADO,1089,29,2025,13/07/2025,JUNDIAI,CE,1,1,0,0
2 CORRIDA PURO.ACAI,1088,50,2025,13/12/2025,FORTALEZA,PR,1,0,0,0
1 CORRIDA DO NOEL,1086,47,2025,16/11/2025,MARINGA,SP,1,1,0,0
TRACK&FIELD EXPERIENCE 2025 - MAXI SHOPPING JUNDIAI,1085,22,2025,31/05/2025,JUNDIAI,DF,1,1,0,0
BLACK NIGHT RUN,1085,45,2025,02/11/2025,BRASILIA,GO,1,1,0,0
AURA RUN,1085,45,2025,02/11/2025,GOIANIA,GO,1,1,0,0
AURA RUN 2025,1084,40,2025,28/09/2025,GOIANIA,CE,1,1,0,0
CIRCUITO SESC DE CORRIDAS - ETAPA SOBRAL,1083,23,2025,01/06/2025,SOBRAL,MG,1,1,0,0
2 MATER RUN - 45 ANOS REDE MATER DEI,1083,27,2025,29/06/2025,BELO HORIZONTE,SP,1,0,0,0
ENDORFINA RUN - SANTO ANDRE SP,1082,37,2025,07/09/2025,SANTO ANDRE,GO,1,1,0,0
CORRIDA COSTA ATACADAO 2025,1081,43,2025,19/10/2025,GOIANIA,CE,1,0,0,0
MINIONS RUN - FORTALEZA,1080,43,2025,19/10/2025,FORTALEZA,BA,1,1,0,0
5 VOLTA DA UEFS,1079,36,2025,31/08/2025,FEIRA DE SANTANA,MG,1,1,1,0
LIVE! RUN XP 2025 - UBERLANDIA,1079,50,2025,07/12/2025,UBERLANDIA,SC,1,0,0,0
HO HO RUN | 4 EDICAO,1078,36,2025,31/08/2025,JOINVILLE,RJ,1,0,0,0
CORRIDA TAMOIO 2025,1078,9,2026,22/02/2026,NITEROI,PR,0,1,1,0
7 CORRIDA ZERO ACUCAR,1077,42,2025,18/10/2025,CASCAVEL,SE,1,1,0,0
11 CORRIDA OUTUBRO ROSA,1077,46,2025,09/11/2025,ARACAJU,BA,1,1,0,0
4 CORRIDA DO BEPE - 2025,1077,48,2025,23/11/2025,SALVADOR,SP,1,0,0,0
5 CORRIDA HOPI HARI,1076,25,2025,15/06/2025,VINHEDO,MG,1,0,0,0
CORRENDO PELA PAZ,1076,49,2025,30/11/2025,ITAUNA,PR,0,1,0,0
ROTARY RUN MARINGA,1074,31,2025,27/07/2025,MARINGA,SP,1,1,0,0
CIRCUITO SESC DE CORRIDAS 2025 - ETAPA CATANDUVA,1073,28,2025,06/07/2025,SAO PAULO,RN,1,1,1,0
CORRIDA SOLDADOS DO FOGO 2025,1073,48,2025,29/11/2025,NATAL,PR,1,1,0,0
II CORRIDA DO CHOQUE,1072,51,2025,20/12/2025,PONTA GROSSA,SP,1,0,0,0
PONTE ESTAIADA 5K 2025,1071,41,2025,05/10/2025,SAO BERNARDO DO CAMPO,SC,1,1,0,0
5 CORRA POR ELAS - 2025,1071,43,2025,19/10/2025,BRUSQUE,RJ,0,1,1,0
MEIA MARATONA DO CRISTO 2025,1070,46,2025,09/11/2025,RIO DE JANEIRO,RS,1,1,1,0
PARKSHOPPING CANOAS,1069,36,2025,31/08/2025,CANOAS,RJ,1,1,0,0
CARIOCA FAMILY RUN 2025 - ETAPA COPACABANA,1068,31,2025,27/07/2025,RIO DE JANEIRO,AL,0,1,0,0
2 CORRIDA GUERREIROS DA CAATINGA,1068,44,2025,26/10/2025,PIRANHAS,MG,1,1,0,0
HASKELL NA PISTA,1067,28,2025,06/07/2025,VICOSA,GO,1,1,0,0
LINQ MONSTAR RUN 2025,1067,38,2025,19/09/2025,GOIANIA,PE,1,1,0,0
PNZ NIGHT RUN,1067,48,2025,23/11/2025,PETROLINA,RJ,0,1,1,0
CIRCUITO XRUN - 3 ETAPA,1067,52,2025,27/12/2025,MACAE,SP,1,1,0,0
75 CORRIDA INTERNACIONAL DE BRODOWSKI SP,1067,53,2025,31/12/2025,BRODOWSKI,SC,1,0,1,0
CORRIDA DA VIRADA 2025,1064,4,2026,18/01/2026,FLORIANOPOLIS,SP,1,0,1,0
MEIA MARATONA VISTA ALEGRE,1063,40,2025,28/09/2025,ITAPETININGA,SC,1,1,0,0
LIVE! RUN XP 2025 - JARAGUA DO SUL,1063,42,2025,12/10/2025,JARAGUA DO SUL,SC,1,1,0,0
CORRIDA PELA VIDA 2025 - JOINVILLE-SC,1062,34,2025,17/08/2025,JOINVILLE,SP,1,1,1,1
DESAFIO DA FLORESTA,1062,41,2025,05/10/2025,RIO CLARO,ES,1,1,0,0
CORRIDA EXTRABOM 2025 - ETAPA DA SERRA,1060,31,2025,27/07/2025,SERRA,SP,0,1,0,0
CORRIDA TURISTICA DE HOLAMBRA 2025,1058,27,2025,29/06/2025,HOLAMBRA,SC,1,1,1,0
